TIMESTAMP,deplacement,ensoleillement,temperature
2020-03-14 00:01:22,1.3,0.0,8.381905942777777
2020-03-14 00:18:05,0.5,0.0,8.388235151388889
2020-03-14 00:35:17,1.8,0.0,8.397226738333334
2020-03-14 00:52:39,NAN,0.0,8.411951935
2020-03-14 01:09:27,1.7,0.0,8.426196655
2020-03-14 01:26:24,1.7,0.0,8.44056856
2020-03-14 01:43:18,1.8,0.0,8.463093308333333
2020-03-14 02:00:09,1.7,0.0,8.4877631125
2020-03-14 02:16:58,1.9,0.0,8.512384113888888
2020-03-14 02:33:50,1.7,0.0,8.503085725
2020-03-14 02:50:41,1.9,0.0,8.3783359075
2020-03-14 03:07:31,2.0,0.0,8.2537094825
2020-03-14 03:24:29,NAN,0.0,8.1280959175
2020-03-14 03:41:28,2.0,0.0,8.03165419111111
2020-03-14 03:58:27,2.2,0.0,7.949306536666667
2020-03-14 04:15:19,2.0,0.0,7.867524567777777
2020-03-14 04:32:15,1.9,0.0,7.793015274999999
2020-03-14 04:49:08,1.7,0.0,7.768150064444444
2020-03-14 05:06:07,2.1,0.0,7.743137577222222
2020-03-14 05:23:07,1.9,0.0,7.718100543888889
2020-03-14 05:40:00,1.9,0.0,7.649015333333334
2020-03-14 05:56:59,1.9,0.0,7.548902546111112
2020-03-14 06:14:00,1.9,0.0,7.448593266666667
2020-03-14 06:30:56,1.7,0.0,7.347569600000001
2020-03-14 06:47:58,1.9,0.0,7.225159550000001
2020-03-14 07:05:04,1.8,0.0,7.1022704
2020-03-14 07:22:09,1.8,0.0,6.979501025
2020-03-14 07:39:09,2.1,0.0,6.9203021975
2020-03-14 07:56:07,1.7,0.0,6.915138392499999
2020-03-14 08:13:26,1.9,0.0,6.9098680649999995
2020-03-14 08:30:43,1.9,0.0,6.904826250833334
2020-03-14 08:47:40,2.3,0.0,6.904832183333333
2020-03-14 09:04:32,1.5,0.0,6.9048380866666665
2020-03-14 09:21:19,1.7,0.0,6.904843960833333
2020-03-14 09:38:30,0.1,3.78637175,6.918347691666667
2020-03-14 09:55:48,-0.3,11.492751899999998,6.94582557
2020-03-14 10:13:06,1.7,19.19913205,6.973303448333334
2020-03-14 10:30:08,1.3,26.8707174,7.001182480000001
2020-03-14 10:47:15,1.4,45.278074875,7.134240600000001
2020-03-14 11:04:27,-0.8,63.775049475,7.267946520000001
2020-03-14 11:21:17,0.1,81.877708725,7.39880212
2020-03-14 11:38:16,0.0,107.39751262222222,7.592176204444444
2020-03-14 11:55:19,-1.0,140.69833365555556,7.851255501111111
2020-03-14 12:12:29,NAN,174.22701954444443,8.112107578888889
2020-03-14 12:29:23,-1.2,207.2348714777778,8.368907585555556
2020-03-14 12:46:03,0.6,271.53738725,9.06740936
2020-03-14 13:03:24,-0.4,339.746223,9.812358213333333
2020-03-14 13:20:11,NAN,405.7272965833333,10.532976364444444
2020-03-14 13:36:55,-0.7,451.5823501388889,11.082942472222223
2020-03-14 13:53:39,-0.7,469.1519875833333,11.393752983333334
2020-03-14 14:10:24,-0.2,486.73912466666667,11.704873066666666
2020-03-14 14:27:20,-1.4,504.51875777777775,12.019398444444445
2020-03-14 14:44:32,-1.4,518.3701857777778,11.997697288888888
2020-03-14 15:00:57,-1.6,530.8538021666667,11.917233733333333
2020-03-14 15:18:00,-2.0,543.81902,11.833666000000001
2020-03-14 15:35:05,-2.0,535.4208333333333,11.737016444444444
2020-03-14 15:52:23,NAN,475.7842733333334,11.608258311111111
2020-03-14 16:09:48,NAN,415.74554,11.478631866666666
2020-03-14 16:27:41,-1.0,354.09811333333334,11.345532177777777
2020-03-14 16:44:42,-1.1,342.39839,11.402025199999999
2020-03-14 17:01:14,-1.9,338.22151888888885,11.4849564
2020-03-14 17:18:26,-0.8,333.87622555555555,11.5712316
2020-03-14 17:35:17,-0.5,331.7567616111111,11.582353372222222
2020-03-14 17:53:00,-1.6,334.44833666666665,11.425094333333334
2020-03-14 18:10:26,-0.4,337.0968667777778,11.270350255555556
2020-03-14 18:28:09,-0.5,339.7884418333333,11.113091216666666
2020-03-14 18:45:12,NAN,316.49652933333334,11.2002808
2020-03-14 19:02:10,0.0,290.1837177777778,11.315934083333334
2020-03-14 19:19:14,-0.1,263.7158208888889,11.432269016666668
2020-03-14 19:36:13,0.2,234.87579269444444,11.462935958333334
2020-03-14 19:53:09,0.4,201.80129558333334,11.346561625000001
2020-03-14 20:10:11,0.8,168.53147663888888,11.229500041666668
2020-03-14 20:27:15,0.6,135.19655041666664,11.112209375
2020-03-14 20:44:36,0.8,108.18479773333334,11.038482133333334
2020-03-14 21:01:35,0.1,83.01177272222222,10.974704055555556
2020-03-14 21:19:07,0.6,57.023527077777786,10.908860544444444
2020-03-14 21:36:41,0.2,36.337121100000005,10.819759724999999
2020-03-14 21:54:10,1.8,24.421635000000002,10.693591249999999
2020-03-14 22:11:17,0.5,12.7560447,10.570068825
2020-03-14 22:28:59,1.1,0.6928929000000039,10.442336775000001
2020-03-14 22:46:05,1.5,0.0,10.431507236111111
2020-03-14 23:03:23,0.9,0.0,10.427750252777779
2020-03-14 23:20:54,0.6,0.0,10.423946216666666
2020-03-14 23:38:25,0.9,0.0,10.32062716111111
2020-03-14 23:55:58,1.4,0.0,10.109312291111111
2020-03-15 00:13:38,1.0,0.0,9.896592668888887
2020-03-15 00:31:14,NAN,0.0,9.683317574444443
2020-03-15 00:48:26,2.1,0.0,9.457275747777777
2020-03-15 01:05:42,2.4,0.0,9.23035779
2020-03-15 01:22:56,2.2,0.0,9.003877897777778
2020-03-15 01:40:08,2.5,0.0,8.830183688888889
2020-03-15 01:57:25,2.3,0.0,8.692330381944444
2020-03-15 02:14:40,2.4,0.0,8.554742944444444
2020-03-15 02:31:58,2.6,0.0,8.420994771111111
2020-03-15 02:49:11,2.5,0.0,8.320774258888889
2020-03-15 03:06:24,2.6,0.0,8.220553746666667
2020-03-15 03:23:33,2.5,0.0,8.12072131
2020-03-15 03:40:45,2.3,0.0,8.020772683333334
2020-03-15 03:58:00,2.6,0.0,7.920638733333334
2020-03-15 04:15:16,2.5,0.0,7.820408035555555
2020-03-15 04:32:27,2.5,0.0,7.726505715
2020-03-15 04:49:43,2.4,0.0,7.667465801666666
2020-03-15 05:06:51,2.2,0.0,7.608881795
2020-03-15 05:23:59,2.4,0.0,7.550297788333333
2020-03-15 05:41:07,2.4,0.0,7.61847602
2020-03-15 05:58:23,2.3,0.0,7.75632618
2020-03-15 06:15:32,2.2,0.0,7.893244920000001
2020-03-15 06:32:46,1.9,0.0,8.009480760555556
2020-03-15 06:49:55,2.4,0.0,8.014066384722224
2020-03-15 07:07:09,2.1,0.0,8.018674290833333
2020-03-15 07:24:15,2.1,0.0,8.023246545833334
2020-03-15 07:41:25,2.2,0.0,8.066957166666667
2020-03-15 07:58:35,2.1,0.0,8.130370833333334
2020-03-15 08:15:40,1.9,0.0,8.193476666666667
2020-03-15 08:32:50,2.2,0.0,8.247908997222224
2020-03-15 08:49:56,2.8,0.0,8.256871392222223
2020-03-15 09:07:08,1.3,0.0,8.26588619888889
2020-03-15 09:24:56,NAN,0.0,8.275215475555557
2020-03-15 09:42:55,0.4,4.217500486111112,8.387106173611112
2020-03-15 10:00:02,1.9,9.806368872222224,8.531860397222223
2020-03-15 10:17:21,1.3,15.46054049166667,8.678306004166666
2020-03-15 10:34:40,0.1,26.89895677777778,8.858017555555556
2020-03-15 10:52:06,0.8,54.19950738333333,9.129721866666667
2020-03-15 11:09:28,-0.8,81.39565817777778,9.400387155555556
2020-03-15 11:26:34,0.7,108.17420972777776,9.666896355555556
2020-03-15 11:44:11,0.6,128.97203102777777,9.733957229444444
2020-03-15 12:01:38,-0.4,147.94503794444444,9.750629541111111
2020-03-15 12:19:09,1.5,166.99053008333334,9.767365548333334
2020-03-15 12:36:10,1.4,200.6974611111111,10.08694285
2020-03-15 12:53:29,-1.1,262.2230005555556,10.955240345
2020-03-15 13:10:35,-2.5,322.97873055555556,11.812673675
2020-03-15 13:27:41,-0.5,383.73446055555553,12.670107005
2020-03-15 13:44:34,-0.9,387.36308883333334,13.627453727777779
2020-03-15 14:01:28,-2.8,382.02344933333336,14.603380844444445
2020-03-15 14:18:27,0.0,376.65748025,15.584120225000001
2020-03-15 14:36:01,-1.6,422.41017758333334,16.435357408333335
2020-03-15 14:52:40,0.4,559.1209133333333,16.945255333333336
2020-03-15 15:10:14,-2.2,703.3582661666667,17.483225716666666
2020-03-15 15:27:14,-2.9,842.9428011666666,18.003842216666666
2020-03-15 15:44:20,-3.9,889.57782,17.84562
2020-03-15 16:01:12,-3.8,917.723564,17.559730000000002
2020-03-15 16:17:54,-3.8,945.591188,17.276665
2020-03-15 16:34:38,-3.8,969.7190487222222,17.158147694444445
2020-03-15 16:51:42,-3.7,984.2184051666667,17.477052583333336
2020-03-15 17:08:46,NAN,998.7177616111111,17.795957472222224
2020-03-15 17:25:55,-4.0,1013.2879156944443,18.11641951388889
2020-03-15 17:43:08,-3.5,994.2604755555556,18.087357833333336
2020-03-15 17:59:52,-3.3,965.5973911111112,17.953114666666668
2020-03-15 18:16:36,-3.1,936.9343066666668,17.818871500000004
2020-03-15 18:33:25,-2.9,900.3688405555556,17.80283644444445
2020-03-15 18:50:11,-2.9,833.5696581111112,18.251691288888892
2020-03-15 19:07:00,NAN,766.5712733333335,18.70188466666667
2020-03-15 19:23:47,-2.1,699.7056901111112,19.15118568888889
2020-03-15 19:40:38,-2.4,626.9762841666667,19.506309133333335
2020-03-15 19:57:33,-2.4,550.6732362500001,19.8065123
2020-03-15 20:14:31,-1.6,474.1446620833333,20.10760276666667
2020-03-15 20:31:22,-1.2,397.0602575,20.28896698888889
2020-03-15 20:48:25,-0.9,306.65646875,19.123707472222222
2020-03-15 21:05:23,-0.6,216.69453625,17.96414326111111
2020-03-15 21:22:31,-0.4,125.84889125000001,16.793188438888887
2020-03-15 21:39:44,-0.3,72.2449145531111,15.766798266666665
2020-03-15 21:56:56,-0.2,47.63721835244445,14.856815066666666
2020-03-15 22:14:05,0.1,23.101056152361117,13.949477166666664
2020-03-15 22:31:19,0.3,0.32217081536111114,13.07041909722222
2020-03-15 22:48:32,0.6,0.22765151622222224,12.586989444444443
2020-03-15 23:05:49,0.7,0.13276621786111112,12.101687847222221
2020-03-15 23:23:27,0.5,0.035959423583333316,11.606558541666667
2020-03-15 23:40:42,0.8,0.0,11.189351466666666
2020-03-15 23:57:48,0.8,0.0,10.816525866666666
2020-03-16 00:15:02,1.1,0.0,10.440793244444444
2020-03-16 00:32:07,1.4,0.0,10.087007077777779
2020-03-16 00:49:26,1.3,0.0,9.862248288888889
2020-03-16 01:06:53,1.5,0.0,9.635758922222223
2020-03-16 01:24:13,1.6,0.0,9.410783811111111
2020-03-16 01:41:35,1.8,0.0,9.343655934722223
2020-03-16 01:58:49,1.8,0.0,9.35546277861111
2020-03-16 02:16:06,1.9,0.0,9.367303878333333
2020-03-16 02:33:31,2.1,0.0,9.346158501666666
2020-03-16 02:50:50,2.1,0.0,9.195141583333333
2020-03-16 03:08:06,2.1,0.0,9.044560709999999
2020-03-16 03:25:25,2.2,0.0,8.893543791666666
2020-03-16 03:42:43,1.9,0.0,8.714945649444443
2020-03-16 04:00:00,1.9,0.0,8.526536
2020-03-16 04:17:24,2.1,0.0,8.336854540000001
2020-03-16 04:34:46,2.3,0.0,8.168896126111113
2020-03-16 04:52:02,2.1,0.0,8.058040960555557
2020-03-16 05:09:14,2.1,0.0,7.947613807222223
2020-03-16 05:26:29,2.0,0.0,7.836865644722223
2020-03-16 05:43:42,NAN,0.0,7.836709876666667
2020-03-16 06:00:50,2.3,0.0,7.864750861111111
2020-03-16 06:18:07,2.0,0.0,7.893037340555556
2020-03-16 06:34:42,1.8,0.0,7.9152000933333335
2020-03-16 06:50:58,2.0,0.0,7.924593551111111
2020-03-16 07:07:56,2.2,0.0,7.934391235555555
2020-03-16 07:25:04,1.8,0.0,7.944285164444444
2020-03-16 07:42:17,2.4,0.0,7.99385161111111
2020-03-16 07:59:30,0.9,0.0,8.059332333333332
2020-03-16 08:17:07,2.1,0.0,8.126334388888889
2020-03-16 08:34:47,2.0,0.0,8.133675312222222
2020-03-16 08:52:01,1.8,0.0,7.983587914444444
2020-03-16 09:09:12,2.1,0.0,7.833935973333333
2020-03-16 09:26:30,1.7,0.0,7.683267966666667
2020-03-16 09:43:30,1.6,4.271238,7.584923075
2020-03-16 10:00:30,NAN,9.649834,7.499466058333333
2020-03-16 10:18:01,0.5,15.191897133333333,7.411411818611111
2020-03-16 10:35:32,0.1,23.19707748888889,7.399003963333333
2020-03-16 10:53:08,0.1,36.59999962222223,7.551141003333333
2020-03-16 11:10:37,1.2,49.91407662777778,7.702269559166666
2020-03-16 11:27:45,0.6,62.96161825,7.8503726625
2020-03-16 11:44:43,1.0,113.5056320611111,8.254412404722222
2020-03-16 12:02:06,0.8,171.18432589999998,8.708690765
2020-03-16 12:19:13,0.9,227.97820756111108,9.156000329722222
2020-03-16 12:36:24,0.3,259.79045066666663,9.497155453333333
2020-03-16 12:53:16,-0.6,249.3348321111111,9.65357916888889
2020-03-16 13:10:46,0.1,238.48661127777777,9.815876502222222
2020-03-16 13:27:48,0.1,227.92767633333332,9.973845906666666
2020-03-16 13:44:44,0.1,202.15219088888887,10.02176129
2020-03-16 14:01:43,-0.1,174.01244927777776,10.0534751175
2020-03-16 14:18:34,0.0,146.09362811111112,10.084939965
2020-03-16 14:35:57,-0.1,137.95902533333333,10.1861152
2020-03-16 14:53:01,-1.0,168.96392488888887,10.4150816
2020-03-16 15:10:31,-0.2,200.7560582222222,10.649861600000001
2020-03-16 15:27:29,-0.3,231.57928844444444,10.8774864
2020-03-16 15:44:32,-0.2,258.11869977777775,11.174390533333334
2020-03-16 16:01:34,-0.3,283.8648953888889,11.482796066666667
2020-03-16 16:18:43,-0.5,309.78743480555556,11.793313966666666
2020-03-16 16:35:43,-0.3,314.8617148888889,11.959140644444444
2020-03-16 16:52:43,0.2,279.23402155555556,11.844741977777778
2020-03-16 17:09:26,NAN,244.2001231111111,11.732249955555556
2020-03-16 17:26:50,-0.1,207.7341311111111,11.615159555555556
2020-03-16 17:43:47,NAN,177.39330589166667,11.526079647222222
2020-03-16 18:01:05,0.0,147.64112054166668,11.441018430555555
2020-03-16 18:18:05,0.3,118.40486904166667,11.357432263888889
2020-03-16 18:35:08,0.1,96.34329565555556,11.279339322222222
2020-03-16 18:52:05,0.3,91.16737868055556,11.214949097222222
2020-03-16 19:09:20,-0.3,85.89985255555555,11.149419222222223
2020-03-16 19:26:44,-0.4,80.58652185555556,11.083319522222224
2020-03-16 19:44:03,0.6,80.7513846,11.062021033333334
2020-03-16 20:01:00,-0.4,82.153692,11.051297333333334
2020-03-16 20:18:22,0.6,83.59047106666667,11.040310022222222
2020-03-16 20:35:23,-0.2,79.12896044444444,11.014485166666667
2020-03-16 20:52:42,0.5,61.68161066666667,10.955089
2020-03-16 21:09:35,-0.1,44.67086444444445,10.897179166666666
2020-03-16 21:26:55,0.8,27.206722222222226,10.837725833333334
2020-03-16 21:43:53,0.7,18.523620011111113,10.814791519444444
2020-03-16 22:00:56,0.0,11.675169244444445,10.799614177777778
2020-03-16 22:18:21,0.2,4.679439966666667,10.784110441666666
2020-03-16 22:35:45,0.2,0.0,10.770406916666667
2020-03-16 22:53:07,1.0,0.0,10.76034003888889
2020-03-16 23:10:01,0.9,0.0,10.750543672222223
2020-03-16 23:27:03,0.3,0.0,10.740670016666668
2020-03-16 23:44:32,1.0,0.0,10.653029244444445
2020-03-17 00:01:32,1.2,0.0,10.552513911111111
2020-03-17 00:19:15,1.1,0.0,10.447761166666666
2020-03-17 00:36:26,0.8,0.0,10.3852422
2020-03-17 00:53:28,NAN,0.0,10.388001599999999
2020-03-17 01:10:31,1.3,0.0,10.390763699999999
2020-03-17 01:27:32,1.1,0.0,10.3935204
2020-03-17 01:44:39,1.3,0.0,10.387686425
2020-03-17 02:01:39,1.4,0.0,10.380452925
2020-03-17 02:18:38,1.3,0.0,10.373226516666666
2020-03-17 02:35:42,1.4,0.0,10.331664995
2020-03-17 02:52:46,1.2,0.0,10.221704746111111
2020-03-17 03:09:49,1.2,0.0,10.111851880277777
2020-03-17 03:26:55,1.3,0.0,10.001676865277778
2020-03-17 03:44:04,1.4,0.0,9.903984587777778
2020-03-17 04:01:08,1.5,0.0,9.809560125555556
2020-03-17 04:18:10,1.4,0.0,9.715320086111111
2020-03-17 04:35:20,1.4,0.0,9.6110124
2020-03-17 04:52:22,1.5,0.0,9.486974815
2020-03-17 05:09:28,1.5,0.0,9.36245176
2020-03-17 05:26:27,1.6,0.0,9.2387782775
2020-03-17 05:43:29,NAN,0.0,9.216060526666666
2020-03-17 06:00:35,1.5,0.0,9.220034566666667
2020-03-17 06:17:41,1.4,0.0,9.224008606666667
2020-03-17 06:34:42,NAN,0.0,9.234379641666667
2020-03-17 06:51:48,1.8,0.0,9.261698316666667
2020-03-17 07:09:36,1.7,0.0,9.2901353
2020-03-17 07:26:43,1.5,0.0,9.317480601388889
2020-03-17 07:43:58,1.6,0.0,9.311809653333333
2020-03-17 08:01:02,0.6,0.0,9.298470346666667
2020-03-17 08:18:27,0.7,0.0,9.284857480000001
2020-03-17 08:35:49,1.7,0.024651072111111113,9.262948797777778
2020-03-17 08:52:43,1.2,0.09627338477777779,9.225523184444445
2020-03-17 09:09:31,1.2,0.1674718967777778,9.188319024444445
2020-03-17 09:26:38,1.2,0.24001244422222223,9.150413595555555
2020-03-17 09:43:17,0.0,8.996661867,9.038120177222222
2020-03-17 10:00:28,-0.1,20.305815308,8.902501864444444
2020-03-17 10:17:49,0.6,31.724659859,8.76556814611111
